Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,0
SURVEY,2014,DEC,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.69
SURVEY,2013,MARKETING YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.71
SURVEY,2013,MARKETING YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.89
SURVEY,2013,MARKETING YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.12
SURVEY,2013,MARKETING YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.33
SURVEY,2013,MARKETING YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.61
SURVEY,2013,MARKETING YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.94
SURVEY,2013,MARKETING YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.51
SURVEY,2013,MARKETING YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.17
SURVEY,2013,MARKETING YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.91
SURVEY,2013,MARKETING YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.52
SURVEY,2013,MARKETING YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.47
SURVEY,2013,MARKETING YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.49
SURVEY,2013,MARKETING YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.49
SURVEY,2013,MARKETING YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.67
SURVEY,2013,MARKETING YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.1
SURVEY,2013,MARKETING YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.84
SURVEY,2013,MARKETING YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.18
SURVEY,2013,MARKETING YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.3
SURVEY,2013,MARKETING YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.05
SURVEY,2013,MARKETING YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.57
SURVEY,2013,MARKETING YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.27
SURVEY,2013,MARKETING YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.47
SURVEY,2013,MARKETING YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.66
SURVEY,2013,MARKETING YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.18
SURVEY,2013,MARKETING YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.52
SURVEY,2013,MARKETING YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.96
SURVEY,2013,MARKETING YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.91
SURVEY,2013,MARKETING YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.41
SURVEY,2013,MARKETING YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.09
SURVEY,2013,MARKETING YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.44
SURVEY,2013,MARKETING YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.47
SURVEY,2013,MARKETING YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.67
SURVEY,2013,MARKETING YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.05
SURVEY,2013,MARKETING YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.87
SURVEY,2013,MARKETING YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.14
SURVEY,2013,MARKETING YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.47
SURVEY,2013,MARKETING YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.8
SURVEY,2013,MARKETING YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.29
SURVEY,2013,MARKETING YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.7
SURVEY,2013,MARKETING YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.38
SURVEY,2013,MARKETING YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.08
SURVEY,2013,JAN,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.86
SURVEY,2013,JAN,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.87
SURVEY,2013,JAN,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.26
SURVEY,2013,JAN,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.06
SURVEY,2013,JAN,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.11
SURVEY,2013,JAN,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7
SURVEY,2013,JAN,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.81
SURVEY,2013,JAN,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.77
SURVEY,2013,JAN,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.42
SURVEY,2013,JAN,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.9
SURVEY,2013,JAN,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.54
SURVEY,2013,JAN,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.52
SURVEY,2013,JAN,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.15
SURVEY,2013,JAN,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.39
SURVEY,2013,JAN,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.85
SURVEY,2013,JAN,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.43
SURVEY,2013,JAN,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.23
SURVEY,2013,JAN,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.93
SURVEY,2013,FEB,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.26
SURVEY,2013,FEB,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.05
SURVEY,2013,FEB,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.38
SURVEY,2013,FEB,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.01
SURVEY,2013,FEB,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.19
SURVEY,2013,FEB,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.18
SURVEY,2013,FEB,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.92
SURVEY,2013,FEB,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.88
SURVEY,2013,FEB,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.52
SURVEY,2013,FEB,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.96
SURVEY,2013,FEB,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.65
SURVEY,2013,FEB,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.61
SURVEY,2013,FEB,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.18
SURVEY,2013,FEB,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.36
SURVEY,2013,FEB,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.88
SURVEY,2013,FEB,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.8
SURVEY,2013,FEB,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.17
SURVEY,2013,FEB,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.03
SURVEY,2013,MAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.21
SURVEY,2013,MAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.14
SURVEY,2013,MAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.48
SURVEY,2013,MAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.13
SURVEY,2013,MAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.3
SURVEY,2013,MAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.02
SURVEY,2013,MAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.98
SURVEY,2013,MAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.95
SURVEY,2013,MAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.48
SURVEY,2013,MAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.1
SURVEY,2013,MAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.62
SURVEY,2013,MAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.77
SURVEY,2013,MAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.29
SURVEY,2013,MAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.3
SURVEY,2013,MAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.99
SURVEY,2013,MAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.62
SURVEY,2013,MAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.38
SURVEY,2013,MAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.06
SURVEY,2013,APR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7
SURVEY,2013,APR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.89
SURVEY,2013,APR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.12
SURVEY,2013,APR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.1
SURVEY,2013,APR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.84
SURVEY,2013,APR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.29
SURVEY,2013,APR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.58
SURVEY,2013,APR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.75
SURVEY,2013,APR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.42
SURVEY,2013,APR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.05
SURVEY,2013,APR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.41
SURVEY,2013,APR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.59
SURVEY,2013,APR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.02
SURVEY,2013,APR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.99
SURVEY,2013,APR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.59
SURVEY,2013,APR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.28
SURVEY,2013,APR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.43
SURVEY,2013,APR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.95
SURVEY,2013,MAY,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.98
SURVEY,2013,MAY,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.91
SURVEY,2013,MAY,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.16
SURVEY,2013,MAY,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.05
SURVEY,2013,MAY,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7
SURVEY,2013,MAY,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.08
SURVEY,2013,MAY,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.65
SURVEY,2013,MAY,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.83
SURVEY,2013,MAY,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.3
SURVEY,2013,MAY,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.99
SURVEY,2013,MAY,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.48
SURVEY,2013,MAY,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.39
SURVEY,2013,MAY,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7
SURVEY,2013,MAY,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.14
SURVEY,2013,MAY,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.87
SURVEY,2013,MAY,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.47
SURVEY,2013,MAY,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.18
SURVEY,2013,MAY,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.77
SURVEY,2013,JUN,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.3
SURVEY,2013,JUN,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.96
SURVEY,2013,JUN,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.15
SURVEY,2013,JUN,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.09
SURVEY,2013,JUN,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.11
SURVEY,2013,JUN,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.26
SURVEY,2013,JUN,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.79
SURVEY,2013,JUN,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.81
SURVEY,2013,JUN,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.28
SURVEY,2013,JUN,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.05
SURVEY,2013,JUN,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.63
SURVEY,2013,JUN,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.47
SURVEY,2013,JUN,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.05
SURVEY,2013,JUN,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.27
SURVEY,2013,JUN,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.8
SURVEY,2013,JUN,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.38
SURVEY,2013,JUN,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.28
SURVEY,2013,JUN,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.8
SURVEY,2013,JUL,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.06
SURVEY,2013,JUL,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.73
SURVEY,2013,JUL,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.71
SURVEY,2013,JUL,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.91
SURVEY,2013,JUL,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.7
SURVEY,2013,JUL,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.89
SURVEY,2013,JUL,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.65
SURVEY,2013,JUL,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.78
