Year,Geo Level ,State,Commodity,Unit,Corn_For_Food_Amount,Corn_Residual_Amount,Corn_Prices,Corn_Yield_Per_Acre,Corn_Alcohol_Usage,Grain_Production_Amount,CV(%)
2019,STATE,NEBRASKA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1794900000,0
2019,STATE,NEW YORK,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,78540000,0
2019,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,97900000,0
2019,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,474150000,0
2019,STATE,OHIO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,409220000,0
2019,STATE,OKLAHOMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,44100000,0
2019,STATE,OTHER STATES,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,71036000,0
2019,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,148800000,0
2019,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,40365000,0
2019,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,625560000,0
2019,STATE,TENNESSEE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,161000000,0
2019,STATE,TEXAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,287000000,0
2019,STATE,VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,55875000,0
2019,STATE,WASHINGTON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,16000000,0
2019,STATE,WISCONSIN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,462920000,0
2019,STATE,ALABAMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,49105000,0
2019,STATE,ARKANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,135000000,0
2019,STATE,CALIFORNIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,11620000,0
2019,STATE,COLORADO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,183000000,0
2019,STATE,DELAWARE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,29700000,0
2019,STATE,GEORGIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,56950000,0
2019,STATE,IDAHO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,25200000,0
2019,STATE,ILLINOIS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1891450000,0
2019,STATE,INDIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,813400000,0
2019,STATE,IOWA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2521200000,0
2019,STATE,KANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,810000000,0
2019,STATE,KENTUCKY,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,271500000,0
2019,STATE,LOUISIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,99550000,0
2019,STATE,MARYLAND,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,73100000,0
2019,STATE,MICHIGAN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,263500000,0
2019,STATE,MINNESOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1280200000,0
2019,STATE,MISSISSIPPI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,108240000,0
2019,STATE,MISSOURI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,489600000,0
2019,STATE,NEBRASKA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1794900000,0
2019,STATE,NEW YORK,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,78540000,0
2019,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,97900000,0
2019,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,477420000,0
2019,STATE,OHIO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,414400000,0
2019,STATE,OKLAHOMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,45675000,0
2019,STATE,OTHER STATES,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,71431000,0
2019,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,143040000,0
2019,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,37605000,0
2019,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,629570000,0
2019,STATE,TENNESSEE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,160080000,0
2019,STATE,TEXAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,297250000,0
2019,STATE,VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,55125000,0
2019,STATE,WASHINGTON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,16800000,0
2019,STATE,WISCONSIN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,468600000,0
2019,STATE,ALABAMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,49105000,0
2019,STATE,ARKANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,132750000,0
2019,STATE,CALIFORNIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,11270000,0
2019,STATE,COLORADO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,180560000,0
2019,STATE,DELAWARE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,28800000,0
2019,STATE,GEORGIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,55610000,0
2019,STATE,IDAHO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,24000000,0
2019,STATE,ILLINOIS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1881000000,0
2019,STATE,INDIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,788900000,0
2019,STATE,IOWA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2521200000,0
2019,STATE,KANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,816000000,0
2019,STATE,KENTUCKY,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,265500000,0
2019,STATE,LOUISIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,91300000,0
2019,STATE,MARYLAND,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,70950000,0
2019,STATE,MICHIGAN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,251600000,0
2019,STATE,MINNESOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1265400000,0
2019,STATE,MISSISSIPPI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,108240000,0
2019,STATE,MISSOURI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,489600000,0
2019,STATE,NEBRASKA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1794900000,0
2019,STATE,NEW YORK,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,78540000,0
2019,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,97900000,0
2019,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,474150000,0
2019,STATE,OHIO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,409220000,0
2019,STATE,OKLAHOMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,44100000,0
2019,STATE,OTHER STATES,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,71036000,0
2019,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,148800000,0
2019,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,40365000,0
2019,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,625560000,0
2019,STATE,TENNESSEE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,161000000,0
2019,STATE,TEXAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,287000000,0
2019,STATE,VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,55875000,0
2019,STATE,WASHINGTON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,16000000,0
2019,STATE,WISCONSIN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,462920000,0
2018,STATE,ALABAMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,39000000,0
2018,STATE,ARIZONA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,3300000,0
2018,STATE,ARKANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,116745000,0
2018,STATE,CALIFORNIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,11245000,0
2018,STATE,COLORADO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,156000000,0
2018,STATE,DELAWARE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,24070000,0
2018,STATE,FLORIDA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,10205000,0
2018,STATE,GEORGIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,50160000,0
2018,STATE,IDAHO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,28755000,0
2018,STATE,ILLINOIS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2278500000,0
2018,STATE,INDIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,982800000,0
2018,STATE,IOWA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2508800000,0
2018,STATE,KANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,645000000,0
2018,STATE,KENTUCKY,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,215250000,0
2018,STATE,LOUISIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,77850000,0
2018,STATE,MARYLAND,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,56940000,0
2018,STATE,MICHIGAN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,296820000,0
2018,STATE,MINNESOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1363180000,0
2018,STATE,MISSISSIPPI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,86025000,0
2018,STATE,MISSOURI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,466200000,0
2018,STATE,MONTANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,5780000,0
2018,STATE,NEBRASKA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1787520000,0
2018,STATE,NEW JERSEY,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,8601000,0
2018,STATE,NEW MEXICO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,6545000,0
2018,STATE,NEW YORK,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,102555000,0
2018,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,93790000,0
2018,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,448290000,0
2018,STATE,OHIO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,617100000,0
2018,STATE,OKLAHOMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,37520000,0
2018,STATE,OREGON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,8775000,0
2018,STATE,OTHER STATES,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,0,0
2018,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,133000000,0
2018,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,39370000,0
2018,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,777600000,0
2018,STATE,TENNESSEE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,115920000,0
2018,STATE,TEXAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,189000000,0
2018,STATE,UTAH,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,4004000,0
2018,STATE,VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,47450000,0
2018,STATE,WASHINGTON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,18700000,0
2018,STATE,WEST VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,5016000,0
2018,STATE,WISCONSIN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,545240000,0
2018,STATE,WYOMING,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,11480000,0
2018,STATE,ALABAMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,39950000,0
2018,STATE,ARKANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,116480000,0
2018,STATE,CALIFORNIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,13650000,0
2018,STATE,COLORADO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,178220000,0
2018,STATE,DELAWARE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,26040000,0
2018,STATE,GEORGIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,52765000,0
2018,STATE,IDAHO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,23750000,0
2018,STATE,ILLINOIS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2245950000,0
2018,STATE,INDIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,915120000,0
2018,STATE,IOWA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2595700000,0
2018,STATE,KANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,657900000,0
2018,STATE,KENTUCKY,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,211750000,0
2018,STATE,LOUISIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,73080000,0
2018,STATE,MARYLAND,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,68880000,0
2018,STATE,MICHIGAN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,292300000,0
2018,STATE,MINNESOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1413400000,0
2018,STATE,MISSISSIPPI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,86950000,0
2018,STATE,MISSOURI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,425750000,0
2018,STATE,NEBRASKA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1832600000,0
2018,STATE,NEW YORK,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,99540000,0
2018,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,104400000,0
2018,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,458800000,0
2018,STATE,OHIO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,595800000,0
2018,STATE,OKLAHOMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,32400000,0
2018,STATE,OTHER STATES,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,66100000,0
2018,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,141680000,0
2018,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,39370000,0
2018,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,824500000,0
2018,STATE,TENNESSEE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,127020000,0
2018,STATE,TEXAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,230000000,0
2018,STATE,VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,48840000,0
2018,STATE,WASHINGTON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,16800000,0
2018,STATE,WISCONSIN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,531000000,0
2018,STATE,ALABAMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,41360000,0
2018,STATE,ARKANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,117650000,0
2018,STATE,CALIFORNIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,13725000,0
2018,STATE,COLORADO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,171450000,0
2018,STATE,DELAWARE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,24804000,0
2018,STATE,GEORGIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,46475000,0
2018,STATE,IDAHO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,26650000,0
2018,STATE,ILLINOIS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2278500000,0
2018,STATE,INDIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1002980000,0
2018,STATE,IOWA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2524500000,0
2018,STATE,KANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,663000000,0
2018,STATE,KENTUCKY,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,221960000,0
2018,STATE,LOUISIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,76500000,0
2018,STATE,MARYLAND,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,59280000,0
2018,STATE,MICHIGAN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,315400000,0
2018,STATE,MINNESOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1370800000,0
2018,STATE,MISSISSIPPI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,86480000,0
2018,STATE,MISSOURI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,485750000,0
2018,STATE,NEBRASKA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1803750000,0
2018,STATE,NEW YORK,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,104580000,0
2018,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,98280000,0
2018,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,426320000,0
2018,STATE,OHIO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,629180000,0
2018,STATE,OKLAHOMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,39200000,0
2018,STATE,OTHER STATES,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,66990000,0
2018,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,141050000,0
2018,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,37510000,0
2018,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,821700000,0
2018,STATE,TENNESSEE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,118505000,0
2018,STATE,TEXAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,215830000,0
2018,STATE,VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,48840000,0
2018,STATE,WASHINGTON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,15975000,0
2018,STATE,WISCONSIN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,531000000,0
2018,STATE,ALABAMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,41360000,0
2018,STATE,ARKANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,116350000,0
2018,STATE,CALIFORNIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,13350000,0
2018,STATE,COLORADO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,171450000,0
2018,STATE,DELAWARE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,26076000,0
2018,STATE,GEORGIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,46750000,0
2018,STATE,IDAHO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,26260000,0
2018,STATE,ILLINOIS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2300200000,0
2018,STATE,INDIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1002980000,0
2018,STATE,IOWA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,2601000000,0
2018,STATE,KANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,663000000,0
2018,STATE,KENTUCKY,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,223200000,0
2018,STATE,LOUISIANA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,76500000,0
2018,STATE,MARYLAND,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,63180000,0
2018,STATE,MICHIGAN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,309700000,0
2018,STATE,MINNESOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1422950000,0
2018,STATE,MISSISSIPPI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,86480000,0
2018,STATE,MISSOURI,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,475700000,0
2018,STATE,NEBRASKA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,1803750000,0
2018,STATE,NEW YORK,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,102690000,0
2018,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,98280000,0
2018,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,426320000,0
2018,STATE,OHIO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,619400000,0
2018,STATE,OKLAHOMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,36400000,0
2018,STATE,OTHER STATES,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,66990000,0
2018,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,142870000,0
2018,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,37510000,0
2018,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,851400000,0
2018,STATE,TENNESSEE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,119190000,0
2018,STATE,TEXAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,204370000,0
2018,STATE,VIRGINIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,48840000,0
2018,STATE,WASHINGTON,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,16330000,0
2018,STATE,WISCONSIN,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,537000000,0
2018,STATE,ALABAMA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,40655000,0
2018,STATE,ARKANSAS,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,116480000,0
2018,STATE,CALIFORNIA,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,13125000,0
2018,STATE,COLORADO,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,174200000,0
2018,STATE,DELAWARE,,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",0,0,0,0,0,24500000,0
