Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (PART OWNER),"380,764,693",2.7
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (TENANT),"39,118,370",4.5
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"480,330,680",2.6
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,TYPOLOGY: (EXCL FAMILY FARMS),"27,641,858",9.9
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))","213,143,172",4.1
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $), PRIMARY OCCUPATION, FARMING)","30,435,020",5.9
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))","139,608,513",13
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))","46,967,999",47.6
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $), PRIMARY OCCUPATION, FARMING)","7,003,550",12.4
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), PRIMARY OCCUPATION, EXCL FARMING)","11,095,655",15.1
CENSUS,2012,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), RETIREMENT)","4,434,913",8.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","34,559,818",3.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","19,725,768",2.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"433,574",11.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"8,667,112",4.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"512,005",23.1
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","9,600,122",0.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"1,605,692",37.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"13,244,235",11
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","2,778,140",0.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","2,455,788",41.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"2,861,723",28.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"19,761,640",21
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","18,298,683",26.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),"5,418",48.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"350,066",36
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"943,812",48.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"777,661",34.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"683,831",17.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","45,395,051",2.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"606,469",29.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"4,345,931",12.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"355,996",54.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"9,439,188",14
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"443,693",44.8
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","26,209",22
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","49,449,392",0.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","934,022",62.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","5,261,471",20.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","63,336",31.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","1,457,806",69.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","8,576,422",3.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","267,861",40.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","1,883,621",55.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","13,705,413",49.8
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)","20,246",62.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)","33,185",22.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","48,701,786",1.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","941,407",63.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","5,222,564",19.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)","65,836",37.8
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","1,526,365",72
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","8,959,353",4.8
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","277,963",39.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","1,934,487",55
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","13,961,521",55.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)","21,332",59.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"74,061,746",2.1
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"227,470",20.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113), (D),(D)
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"10,580",35.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"4,516,547",23.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),"401,701",23.1
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),"3,610,743",27
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"504,103",3.1
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"1,297,309",8.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),"128,154",(H)
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"686,861",9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),"119,951",14.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),"415,676",2.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124), (D),(D)
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),"152,570",43.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",OPERATORS,OPERATORS: (1 OPERATORS),"41,751,828",5.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",OPERATORS,OPERATORS: (2 OR MORE OPERATORS),"39,893,971",1.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING))","7,373,519",10.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 25 TO 34)","732,028",23.8
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 35 TO 44)","1,713,025",7.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 45 TO 54)","1,376,194",17.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 55 TO 64)","2,018,054",8.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE GE 65)","1,500,126",30.8
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE LT 25)","34,092",11.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING)","74,272,280",4.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 25 TO 34)","3,865,514",30.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 35 TO 44)","9,863,021",13.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 45 TO 54)","17,061,778",7.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 55 TO 64)","25,669,648",2.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE GE 65)","17,288,390",4.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE LT 25)","523,929",14.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL, ON PRESENT OPERATION","OPERATORS, PRINCIPAL, ON PRESENT OPERATION: (11 OR MORE YEARS)","74,197,862",3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL, ON PRESENT OPERATION","OPERATORS, PRINCIPAL, ON PRESENT OPERATION: (6 TO 10 YEARS)","3,720,407",18.1
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL, ON PRESENT OPERATION","OPERATORS, PRINCIPAL, ON PRESENT OPERATION: (LESS THAN 6 YEARS)","3,727,530",5.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION)","2,149,443",3.1
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))","417,980",10.3
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)","346,390",6.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","1,731,463",2.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)", (D),(D)
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","50,497,612",2.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","519,044",16
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","28,479,700",6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","21,490,632",3.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (FULL OWNER),"6,826,681",14.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (PART OWNER),"67,887,044",5.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (TENANT),"6,932,074",4.2
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"81,645,799",3.6
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,TYPOLOGY: (EXCL FAMILY FARMS),"6,573,890",1.5
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))","38,042,859",1.7
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $), PRIMARY OCCUPATION, FARMING)","4,069,142",15.4
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))","20,318,651",32.8
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))","4,651,638",22.1
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $), PRIMARY OCCUPATION, FARMING)","2,330,215",28.9
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), PRIMARY OCCUPATION, EXCL FARMING)","3,389,406",39
CENSUS,2012,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), RETIREMENT)","2,269,998",34.9
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","100,262,499",12.6
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","45,531,224",14.3
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"119,046",15.4
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"20,220,600",15.7
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"160,814",15.4
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","16,725,875",35
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"924,727",13.4
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"34,810,420",13.7
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","21,432,497",29.1
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","16,572,903",21.2
CENSUS,2012,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"3,890,840",15.5
